income,age,dependents,current_debt,late_30,late_60,late_90,credit_utilization,credit_history_years,employment_status,housing,city_tier,dti,creditworthy
845392,25,1,83666,0,0,0,0.3159030710551595,6.769373173833391,self_employed,family,tier3,0.09896816522019379,0
869872,67,0,20069,1,0,0,0.3535808138643211,6.111448639816614,self_employed,own,tier2,0.023072264824592053,0
452636,68,2,74640,0,0,0,0.15976584767976612,1.3793386783089332,salaried,rent,tier3,0.16490148025246146,0
200196,53,3,54550,0,0,0,0.5243429666547835,2.9401016383535614,salaried,own,tier2,0.27248561854197134,0
699116,41,1,61275,0,0,0,0.4468230340048156,7.156439972493557,salaried,own,tier2,0.08764653728698568,1
427806,40,1,79004,0,0,0,0.15924309927113078,5.0514098820106215,salaried,own,tier1,0.1846722542510179,1
699371,68,0,111574,1,0,1,0.20014807450718589,0.8026820560379573,salaried,own,tier3,0.1595359793221245,1
678519,26,1,41552,2,0,0,0.3214271281421453,6.518240150287404,salaried,own,tier1,0.06123923068443687,0
418592,67,0,47518,1,0,0,0.3938116485219521,0.2,salaried,rent,tier1,0.11351971672821298,1
622554,34,2,53390,1,0,0,0.1268117155834048,6.458716957881841,salaried,own,tier1,0.08576052396189689,1
768090,38,1,101323,1,0,0,0.6784612569358544,6.515968709530186,student,rent,tier1,0.1319161330376966,0
678590,45,1,63337,0,0,0,0.479265343163974,7.721526537779443,salaried,own,tier1,0.09333675517438411,1
473705,21,1,20351,0,1,0,0.6398050240959433,6.410697864906064,salaried,rent,tier2,0.04296208143267105,0
488883,30,1,18127,0,0,0,0.44363263561239186,10.873374782372004,salaried,rent,tier3,0.037079378184923,1
427992,30,0,33759,0,0,0,0.23804257452103236,7.503470287656256,salaried,own,tier2,0.07887890289129532,1
236836,41,1,79179,1,0,0,0.4305184429537376,3.796384224359005,salaried,rent,tier2,0.33431888132538295,0
547122,65,1,39143,2,2,0,0.3279808841834851,3.492649474170354,salaried,rent,tier3,0.07154475141749822,0
479355,56,1,165700,0,0,0,0.3778463413256235,6.882738493373047,salaried,rent,tier2,0.3456743695909171,1
639172,52,0,225115,1,1,0,0.3253278447797342,4.714879621009659,unemployed,rent,tier1,0.3521982432987015,0
535978,37,0,80479,0,0,0,0.2422797505923737,0.46715405170312874,unemployed,rent,tier1,0.15015499139286784,1
618130,23,1,60091,0,0,0,0.5673555956539238,7.306252616385871,self_employed,own,tier2,0.09721522983363244,1
514536,27,1,69685,0,1,0,0.16877011808802778,4.628008818833099,self_employed,own,tier1,0.13543363242403622,1
496116,23,1,66969,0,0,0,0.04413297101066548,5.905889726594153,salaried,rent,tier3,0.1349874610881372,1
310330,41,0,39953,0,0,0,0.420727428279962,6.51388022323855,salaried,rent,tier1,0.1287434414663714,1
677926,39,1,56344,2,0,0,0.11566086122881622,8.381218360783729,self_employed,rent,tier1,0.08311282037108333,1
526859,60,1,121004,1,0,0,0.6264615965909668,8.872279928863819,salaried,rent,tier2,0.22967051265642335,0
552064,53,0,48287,1,0,0,0.34887687991979477,10.487072388019627,self_employed,rent,tier2,0.08746686276205257,0
603009,60,1,49760,2,0,0,0.47625972406701844,4.41822648599345,salaried,rent,tier3,0.08252063496643683,0
669920,61,2,67828,0,0,0,0.3890371167589212,6.736739470801584,student,family,tier1,0.10124806169936763,0
710130,36,1,30737,0,0,0,0.2870898874581859,7.423616613045175,student,own,tier2,0.043284186790179535,1
409581,33,2,21416,1,0,0,0.5159951190189157,5.101436738426837,salaried,own,tier2,0.052289582634110605,1
449529,37,1,139959,0,0,0,0.4575183606675006,2.329383499258837,salaried,own,tier2,0.31134594760763,0
533872,41,1,32634,0,0,0,0.7016737546431574,10.464275075353594,salaried,rent,tier1,0.061127067235944736,1
541676,62,3,25510,1,0,0,0.4857155531161945,0.6199340005408098,self_employed,own,tier3,0.04709597605465097,0
186870,25,1,37756,0,0,0,0.6719717145559085,7.365402546503418,salaried,own,tier1,0.2020454781274101,1
559750,27,1,64307,0,0,0,0.40400174949775436,0.2,self_employed,family,tier1,0.11488648058366618,0
468012,57,1,155695,0,0,0,0.6649251495425129,2.5047240299424782,salaried,own,tier2,0.33267421659364577,0
572032,63,1,70052,1,0,0,0.21425905949204246,6.89606716585843,self_employed,own,tier1,0.12246170881968865,1
772131,29,1,76788,2,1,0,0.21979249101591336,7.822451923781068,self_employed,family,tier2,0.09944975527354527,1
606671,37,0,93204,1,0,0,0.24733998790698497,4.866117934426704,salaried,rent,tier1,0.15363304347431306,0
606925,42,1,120357,0,0,0,0.09594625409432371,0.2,salaried,own,tier3,0.19830725646604572,0
585097,68,0,102038,0,0,0,0.16505321158144948,1.214627385112431,student,own,tier1,0.1743960155749448,1
692775,50,2,59598,0,0,0,0.5691681328783033,8.971729142531021,salaried,rent,tier2,0.08602923867292424,0
654926,36,2,22681,0,1,0,0.500782085465699,2.550545389925622,salaried,family,tier2,0.03463239334874878,1
870818,44,0,34746,0,0,0,0.6036673918443178,2.413222308564614,salaried,rent,tier1,0.03990071617134783,0
492592,33,0,34397,0,0,1,0.26795191632562126,4.199700162122243,student,rent,tier2,0.06983024037772471,1
640298,68,3,33231,0,0,0,0.41283393710272176,3.981435672248359,salaried,own,tier2,0.051900141447795166,0
508720,54,0,37945,1,0,0,0.30825651863532744,11.230995870642534,self_employed,own,tier3,0.07459091130257207,0
165421,33,0,66257,0,0,0,0.21454182990457535,4.936623061986083,student,rent,tier2,0.40053799641604243,0
364615,29,2,117315,1,0,0,0.06034083820774839,5.575693777704564,salaried,rent,tier2,0.3217518269846024,1
287878,32,3,46854,0,0,0,0.28958805694522666,8.095055710344926,self_employed,rent,tier2,0.16275715049689432,0
360100,39,2,60123,0,0,0,0.5040994554191089,13.156596151695247,salaried,rent,tier2,0.16696211381434176,1
487784,39,1,31059,0,0,0,0.551443579468263,5.655737504678831,salaried,own,tier2,0.0636736882935948,1
270347,29,0,19530,0,0,0,0.10514805564704491,7.264323424612206,salaried,rent,tier2,0.07224111444911385,1
240776,30,3,257720,0,0,0,0.19024740103620502,10.12497597339594,student,family,tier2,1.0703715031009085,0
69331,57,0,36879,0,0,0,0.7965907972396465,6.814766928127433,self_employed,family,tier2,0.5319258682587558,1
629439,21,0,110963,0,0,0,0.4249452966347692,1.6595323175956977,salaried,rent,tier3,0.1762892050853648,1
100359,32,1,78905,0,1,1,0.7237176849361475,5.326769825122151,student,rent,tier1,0.7862228880625619,0
788313,63,1,75241,0,0,0,0.4978768564484822,9.124187746915705,salaried,own,tier3,0.09544676792348834,1
630464,32,2,28198,0,0,0,0.8029297852165874,6.641373797509555,student,own,tier1,0.04472621223465249,0
482327,55,1,125546,0,0,0,0.5703429263852147,4.229837679775432,salaried,own,tier1,0.26029391464198237,1
60000,34,0,59197,1,0,0,0.5353627199014691,8.238650938567137,salaried,rent,tier2,0.9866277778591908,0
379658,65,0,140618,0,0,0,0.6570128929831079,3.248847986796674,salaried,rent,tier2,0.37038221239441665,0
463203,51,1,59227,0,0,0,0.4140107954621838,6.468969552767755,salaried,rent,tier2,0.12786520458934997,0
294037,38,1,123654,1,1,0,0.632225870934321,3.061400760999396,salaried,rent,tier3,0.4205390530299469,0
644565,27,2,31128,0,0,0,0.2589104227321491,9.092105430249404,self_employed,rent,tier3,0.04829353846216059,1
311488,50,1,87000,0,0,0,0.46281845199856164,8.551033625472792,salaried,rent,tier2,0.27930691004648756,0
911241,31,0,72992,1,1,0,0.5285765249010884,8.262598162758831,student,own,tier2,0.08010251560623839,0
444047,46,0,44212,0,1,0,0.4173025360279124,5.558025615345211,salaried,own,tier3,0.09956709979314458,1
825723,68,0,54684,0,0,0,0.6462549905794551,8.620602889619416,salaried,own,tier2,0.06622636559776728,1
714595,39,1,115974,0,0,0,0.426140385471397,8.028589535177323,salaried,own,tier3,0.16229369245824274,1
549876,58,1,49320,0,0,0,0.13553764828698356,11.83312901051366,salaried,family,tier3,0.08969410374078088,1
498887,22,1,49629,0,0,0,0.22418943236591568,8.09104249245261,student,family,tier3,0.09948050743929329,1
450185,29,2,68608,0,2,0,0.3028670828405236,7.825155279872541,salaried,own,tier2,0.15240111042480492,0
382177,24,1,290464,0,0,0,0.48373029038608906,2.839511437328332,self_employed,own,tier3,0.760024186358901,0
636046,67,1,75940,0,1,0,0.5390429626512836,4.743615244836526,unemployed,rent,tier1,0.11939396979550111,0
449692,51,1,82157,0,0,0,0.7628590753642133,3.359202240235325,self_employed,own,tier1,0.18269711479990103,1
758254,45,1,60230,0,0,0,0.4807131289430033,7.080895918810436,self_employed,family,tier2,0.07943319943395273,0
613796,26,1,35742,0,0,0,0.7093606750919556,8.826101295737306,unemployed,family,tier2,0.05823143086801273,1
755690,55,1,65332,0,0,0,0.25719855954011195,0.2,salaried,own,tier1,0.08645428772410911,1
225428,35,1,42978,0,1,0,0.2738444956562186,1.6624960640128723,self_employed,rent,tier2,0.19065355325212618,0
94838,43,4,44093,0,0,0,0.4124697606356595,3.7906810106007898,self_employed,own,tier1,0.4649373834367418,0
538821,66,1,245226,0,0,0,0.53401015239481,5.984134195709212,salaried,own,tier2,0.4551156806445727,0
327201,32,1,67808,0,0,0,0.29171736725129394,4.789287944728841,self_employed,family,tier1,0.20723883962895434,1
651499,69,2,37774,0,0,1,0.30543526454073494,3.9525578226037013,salaried,family,tier2,0.057981268227944374,1
596494,30,2,34410,2,1,0,0.32721228173513905,5.372598349617456,salaried,own,tier1,0.057688355181709464,1
647368,55,1,145334,1,0,0,0.4242417534351258,5.647964190896034,salaried,family,tier2,0.22449962330296894,0
549861,36,2,29600,1,0,1,0.17345152728811575,6.25828165744987,salaried,own,tier2,0.053832317779607834,1
619031,30,1,63049,1,0,0,0.4484952363162654,5.70865203266092,student,own,tier3,0.10185261315724507,1
738918,36,0,81640,1,0,0,0.49232597907690684,13.214836079640504,salaried,own,tier3,0.1104871217247901,0
266016,47,2,43509,1,0,0,0.5017635405451283,5.909193688541208,student,own,tier2,0.16355845643720388,0
521711,29,1,89310,0,0,0,0.3370372387830704,4.721945352410043,salaried,family,tier3,0.171187695724247,0
307248,26,2,28773,1,0,0,0.37205808657838074,5.017877021250003,unemployed,own,tier2,0.09364815577811977,0
627610,30,3,179729,1,0,0,0.6087384674963927,8.969732484042826,salaried,own,tier2,0.28637082270943787,0
474292,27,1,66482,0,0,0,0.5179285296786197,8.962456681878326,salaried,own,tier2,0.14017161638147455,1
397357,47,0,24990,1,0,0,0.36985068368250174,7.766734947314734,student,rent,tier1,0.06289053963338022,0
445491,41,0,39565,0,0,0,0.37220993461136953,5.517732217473614,self_employed,own,tier2,0.08881237064777489,1
280744,69,3,25014,0,0,0,0.25447310556219965,4.010063834428074,self_employed,rent,tier2,0.08910112082314953,1
422573,65,0,85233,1,0,0,0.24330264634727577,10.183645790310774,student,own,tier1,0.2017002535345959,0
204295,51,1,80186,0,0,0,0.004785560677337052,2.84813959197695,salaried,own,tier2,0.3925031053795918,0
247967,31,0,65806,1,0,0,0.6192363406642799,5.157982433251047,salaried,rent,tier3,0.26538374627260347,0
876917,29,2,12668,1,0,0,0.572379581469849,5.329744045558327,salaried,rent,tier2,0.01444659399132839,1
968730,58,3,34280,1,0,0,0.5046443774466851,5.724951784091726,salaried,family,tier2,0.03538734608890092,1
378876,31,1,72931,0,1,0,0.534239426655033,4.913928222258765,salaried,rent,tier2,0.1924951044278302,0
331350,30,1,97884,0,0,0,0.37272884551757446,3.7562466809109396,student,rent,tier1,0.2954104502784814,0
242567,43,1,23758,1,0,0,0.10270045475866475,8.339197356829295,salaried,own,tier3,0.09794444398807171,1
755535,30,2,109167,0,0,0,0.5073450775554476,7.17334628613178,salaried,rent,tier2,0.1444905587469243,0
344181,23,0,114313,0,0,0,0.23804091235957575,3.3180947238571954,salaried,own,tier3,0.33213277192174523,1
800266,68,3,40959,0,0,1,0.39178357167300215,6.054709169573225,salaried,rent,tier1,0.0511818271383318,1
298691,37,2,95568,0,0,0,0.4967108144944346,3.6813412808999435,salaried,own,tier2,0.3199578880524646,1
396791,59,0,82007,1,0,0,0.5340356803282734,8.40124685427831,salaried,rent,tier3,0.2066763031905192,0
279326,52,0,55901,0,0,0,0.47221341793088256,8.725334327943024,salaried,own,tier2,0.20012821233456404,0
463921,22,1,200853,0,0,0,0.22463120656080407,1.1580469006460818,salaried,own,tier2,0.43294788799441475,1
339992,33,1,19822,0,0,0,0.7034674482484565,3.9800587755123003,self_employed,family,tier3,0.05830360566535967,0
633668,31,0,25976,0,0,0,0.2866116734566355,6.789046022077871,salaried,family,tier3,0.040994477080992214,0
388339,57,1,53129,1,0,0,0.21753043090583088,8.83993468792223,salaried,rent,tier1,0.1368106833638464,1
753382,57,0,44242,1,1,0,0.041495237816325636,4.7028931736904065,salaried,rent,tier3,0.05872492744335725,1
889039,46,2,42966,0,2,0,0.014583411137776635,7.505827587165471,student,own,tier2,0.048328917181338325,1
867636,61,0,57848,1,0,0,0.46208985380470646,4.7654345991814955,salaried,family,tier2,0.06667334391570327,1
69321,34,1,106134,0,0,0,0.2616755391049574,7.95672934696535,salaried,rent,tier3,1.5310301455957187,1
196217,68,1,99203,0,1,0,0.4966499888378181,4.724774292692764,salaried,own,tier2,0.5055799876872147,0
489141,61,3,128618,2,0,0,0.7092828127591132,7.019479185073994,salaried,own,tier2,0.26294704060212815,0
409997,44,4,28979,1,0,0,0.4849542473798709,0.2,self_employed,own,tier1,0.070682894341519,1
626944,56,2,103171,0,0,0,0.33093425575136975,4.76374562222912,salaried,family,tier2,0.16456272586563767,1
823116,37,3,47710,1,0,0,0.4518945016521843,6.811241063452668,self_employed,family,tier2,0.05796327636728227,1
632940,59,3,171041,0,0,0,0.32520328688484745,11.0210373506264,self_employed,own,tier1,0.2702326682472066,1
237632,24,0,232418,0,0,0,0.07915290425128796,7.044080194834461,salaried,own,tier2,0.978056534624576,0
483695,67,0,57279,0,1,0,0.9238160200826937,8.614414462203108,salaried,family,tier2,0.11842002211688492,1
460532,68,0,59730,1,2,0,0.6395778546631669,3.7870459986186007,unemployed,rent,tier3,0.1296997501834708,0
677458,43,4,35514,2,0,0,0.2199873762413833,8.011128239190297,salaried,rent,tier1,0.05242332375545496,0
469740,66,3,91741,0,0,0,0.2476064324460707,4.846765932622021,unemployed,rent,tier2,0.19530173602471063,0
265977,39,2,62989,1,1,0,0.6663449960144688,7.010160101078861,salaried,own,tier1,0.23682130459615053,0
835278,30,0,58574,0,0,0,0.4862537879273903,3.4903135290830036,salaried,family,tier2,0.07012546328818964,1
512046,51,0,46149,0,0,0,0.20854225425753772,6.90637856794901,salaried,family,tier1,0.09012723263606201,0
798987,39,0,92866,2,0,0,0.055601214356484574,4.079832668966605,salaried,rent,tier2,0.11623041799938393,1
295122,27,0,29691,0,0,0,0.5875530153670051,6.050670448870622,salaried,own,tier1,0.10060577873140827,0
527307,53,1,130173,0,1,0,0.09120603784569864,2.9848858220386942,self_employed,rent,tier2,0.24686540773829954,0
163312,46,3,96068,0,1,0,0.20806984938248616,1.1338754512184304,self_employed,own,tier2,0.5882478730929599,0
303502,38,0,106704,2,0,0,0.5836853735928482,9.217465303967506,self_employed,own,tier2,0.3515762403367054,0
840502,26,2,70825,0,1,0,0.8009950137999878,2.273730490107462,self_employed,rent,tier1,0.08426610199636128,0
332156,68,1,61611,1,0,0,0.1618038954704047,6.721665696783898,self_employed,family,tier3,0.18548860943725448,0
594939,49,1,64267,0,0,0,0.3729705525530109,2.8185930559780386,student,own,tier2,0.10802341835240885,1
438090,66,2,97266,1,0,0,0.17020130350461637,2.643601071912663,salaried,rent,tier1,0.22202435169867324,1
593334,29,0,17111,2,0,0,0.4641932456008915,5.959564367378067,unemployed,rent,tier2,0.028839668756817392,0
392807,58,0,25285,0,0,0,0.38353300489803566,2.798331887564042,salaried,rent,tier2,0.06437034797620714,1
560094,21,1,78370,0,1,0,0.6982797651144861,9.901511539507277,salaried,own,tier2,0.13992276813779908,0
699223,49,0,112593,1,0,0,0.3890733326796803,0.2,salaried,rent,tier3,0.16102653353314342,0
473971,26,1,63307,1,1,0,0.5740464514709822,5.579808963885828,unemployed,family,tier3,0.1335680381389348,1
496025,62,0,397405,1,0,0,0.7854795113310447,3.357700752418042,salaried,own,tier1,0.8011800921206175,0
395095,59,0,26697,1,0,0,0.3994979611471594,1.240099862905046,self_employed,rent,tier3,0.06757301900155017,0
358042,57,0,32885,2,0,0,0.4828027736729988,6.910065753327412,salaried,own,tier3,0.0918487496810528,1
804647,68,3,34035,0,1,0,0.10678311886163698,9.09165653483451,self_employed,family,tier1,0.04229830457288532,1
341516,34,0,55944,1,0,1,0.2965808220208416,7.882228391708857,unemployed,rent,tier1,0.16381308649037535,1
161865,24,1,13987,0,0,0,0.4343561335307981,4.134621488545692,salaried,rent,tier2,0.08641509297125557,0
487919,38,2,82810,0,1,0,0.6054496165983795,3.480700841735688,salaried,own,tier2,0.1697227359289629,0
469642,39,0,23292,0,0,0,0.4120461225718702,7.125698589833647,salaried,own,tier1,0.04959672501441974,0
405232,24,0,142337,0,1,0,0.5165109227947866,7.221885025842452,salaried,own,tier1,0.3512486923158834,0
509954,62,3,74428,1,0,0,0.30447518806577006,1.2744373950785892,self_employed,family,tier1,0.145950844309449,0
535042,50,2,53179,0,0,0,0.6667465634454876,5.86441014626372,salaried,rent,tier1,0.09939352937375379,1
270241,38,1,106980,1,1,0,0.7381247729442363,7.773545634833054,self_employed,rent,tier1,0.3958693247787801,0
722864,51,3,49888,0,0,0,0.07433140424579703,7.688936797635903,salaried,own,tier1,0.0690152915380922,1
428665,66,0,40950,0,0,0,0.46556951391310847,4.896181357880005,self_employed,own,tier3,0.0955295391560222,0
392390,24,0,38871,1,0,0,0.7106078331644671,9.534846417933156,student,own,tier1,0.09906423347634435,0
60000,50,2,28039,0,0,0,0.18012346306976496,7.681379134471039,salaried,own,tier3,0.46732218899869776,1
551205,51,2,30274,0,0,0,0.4580836539137663,9.876749567518447,unemployed,rent,tier1,0.05492369123124431,1
488520,36,2,67997,0,0,0,0.32582818252965445,10.637322128677347,salaried,own,tier2,0.13919061235344832,0
334900,37,2,58434,1,0,0,0.5274515990873752,3.0007585056563792,salaried,rent,tier1,0.17448177540291082,0
378659,30,2,23733,0,0,0,0.23323907213860307,5.917961376349288,salaried,own,tier1,0.06267684151061378,1
350684,30,0,51441,0,0,0,0.20324173684729005,4.015949786660433,salaried,rent,tier2,0.14668997806220144,0
471924,41,0,80790,0,0,0,0.45988243062916395,6.305756020173693,self_employed,rent,tier1,0.1711927446356913,0
474965,62,1,159604,0,1,0,0.23236454785397964,4.9783485910593726,salaried,own,tier2,0.33603501181395107,1
595408,60,1,111439,1,0,0,0.5847165304444544,8.441709397620006,self_employed,own,tier1,0.18716435408931928,0
847779,53,1,51799,1,0,0,0.5624479265449711,9.185605878132991,self_employed,family,tier2,0.06110043890106272,0
421648,64,0,42163,0,0,0,0.38153099813899294,10.557089805324583,salaried,own,tier2,0.09999646761675736,0
117671,53,0,41841,0,0,0,0.3604507748055782,10.144716240953766,self_employed,rent,tier2,0.3555744277179969,0
715068,65,1,160717,2,0,0,0.06311980244384058,5.798661437112003,salaried,family,tier3,0.22475876794209085,0
193907,29,2,32744,1,1,0,0.5777758515737036,5.035353533986507,salaried,family,tier2,0.16886561872119116,0
608181,33,0,91845,0,1,1,0.5669717799674983,7.73789003609081,student,own,tier1,0.15101659035886927,0
394824,43,0,62974,0,0,0,0.2058026036474575,7.324069371053218,self_employed,rent,tier3,0.15950089297060033,1
194868,21,0,288036,0,0,0,0.502966269545526,11.345752669457505,salaried,rent,tier2,1.4781029730316553,0
324876,21,0,106380,0,0,0,0.5880546316998952,7.076945519902592,student,rent,tier2,0.3274482677274817,0
366630,23,2,30400,0,0,0,0.4044583827939454,4.043865965989406,self_employed,rent,tier2,0.08291991925162787,0
777269,21,1,30730,0,0,0,0.4834212139644487,2.777848014045058,salaried,family,tier1,0.03953593586183182,0
577831,44,1,62678,0,0,0,0.1813768194495211,5.728791954608711,salaried,own,tier1,0.1084721527891177,1
428394,48,1,44913,0,0,0,0.6668492335278414,4.526092221906838,student,rent,tier1,0.10484112977409375,1
649001,50,1,52222,0,0,0,0.540517437376836,8.628181793025586,salaried,own,tier1,0.08046537345948723,0
908413,68,1,13655,0,0,0,0.32880795083207853,2.948770321858977,salaried,own,tier3,0.015032275910783165,1
282073,39,1,62532,1,0,0,0.3587620261561245,10.895958623822391,salaried,rent,tier1,0.22168855489779526,0
408473,51,2,106195,0,1,0,0.48605710454104967,6.274904503221005,unemployed,own,tier2,0.25998135180730236,0
540951,36,2,98164,0,0,0,0.42412391929981247,7.523514970433972,self_employed,rent,tier2,0.18146683362183524,0
712041,51,0,42542,1,0,0,0.65784845573415,6.188748333792639,salaried,own,tier3,0.0597478174969611,1
495129,34,4,162856,1,0,0,0.2395675219018217,5.61646379474008,salaried,own,tier3,0.32891744656229566,1
738821,59,5,55995,1,0,0,0.1277699633123549,0.2,salaried,own,tier3,0.07579008570658295,1
345645,57,0,106498,1,0,1,0.7023648639654725,8.269796296949842,salaried,own,tier1,0.30811337319850646,0
139227,43,1,32389,0,0,0,0.5480325399140731,9.20201177063972,salaried,rent,tier2,0.23263762832508994,1
394133,64,3,78698,0,0,0,0.4246951586622502,1.861505812442621,unemployed,family,tier1,0.199675334144544,0
919587,47,1,33766,1,1,0,0.12234864219314981,4.134056539654447,self_employed,rent,tier2,0.03671896301443424,1
521286,56,2,46168,0,0,0,0.5562031071782503,1.584796130575616,salaried,own,tier1,0.08856596013208154,0
677500,60,2,63349,0,0,0,0.4667984663119219,9.736197015765917,self_employed,own,tier2,0.09350400749085779,1
293495,67,1,8260,0,0,0,0.26756943367723185,1.296077600999772,salaried,family,tier3,0.028144755641050997,0
206642,67,1,36425,0,1,0,0.423488751482788,8.517817650917904,self_employed,rent,tier2,0.17627262918324185,0
598712,66,0,248601,1,0,0,0.08123115938008128,7.334976441610987,salaried,own,tier1,0.4152276326803908,1
377566,42,1,42176,0,1,0,0.11813610624475927,0.2,salaried,own,tier2,0.11170654771789858,1
403222,35,0,9379,0,1,0,0.4019547340148967,5.0467535614614905,self_employed,own,tier1,0.023260220689129665,0
413488,21,0,32267,0,0,0,0.41174092826213265,8.86760255054002,salaried,own,tier2,0.07803667376763088,0
513868,68,2,52386,0,0,0,0.33139848711447795,9.506614145999274,self_employed,family,tier2,0.10194491430061642,0
367419,50,2,73789,0,0,0,0.3330759485885608,12.825534701641281,salaried,rent,tier3,0.20083068408185312,0
542658,59,1,35696,0,1,0,0.29548149857262657,5.821200975559,salaried,own,tier2,0.06578021409433205,1
281613,42,1,82626,0,0,1,0.5606489220286315,2.1218792309411807,unemployed,rent,tier2,0.29340456813094035,0
385279,57,2,168199,1,1,0,0.4290619820381672,8.865943522408259,salaried,rent,tier3,0.4365645819568798,0
271662,57,1,36370,0,0,0,0.3254770172170241,4.856117564199957,salaried,family,tier1,0.13388012273658467,1
289263,69,0,18178,0,1,0,0.19968799708859253,7.180380706654271,self_employed,own,tier2,0.06284469436273202,1
433099,31,0,82438,0,0,0,0.4113999393023713,10.319202883493741,salaried,own,tier2,0.1903446168076486,1
170920,52,1,119590,1,0,1,0.5699302698781874,10.055181940017356,self_employed,own,tier2,0.6996842094636121,0
141221,58,3,56281,0,0,1,0.010363200130519517,7.582388192585456,salaried,rent,tier3,0.3985316290152893,0
826482,49,0,39269,0,0,0,0.36577601637966356,3.7230335771047907,salaried,rent,tier2,0.047513452277913856,1
392839,28,1,36052,0,0,0,0.32413140544252,3.641923622828583,salaried,own,tier2,0.09177324174550391,1
530083,55,2,60619,0,0,0,0.20992826744683424,1.8080489639785036,self_employed,rent,tier2,0.11435906798239648,0
260758,51,2,32661,1,0,0,0.4390786801617467,3.1453808094153315,salaried,rent,tier2,0.12525374663085062,1
491435,28,5,24269,0,0,0,0.39119985649131156,8.042327490430722,unemployed,rent,tier1,0.049384317481490324,1
408775,54,1,10919,1,1,0,0.5504239351361893,5.9412963481308765,self_employed,family,tier2,0.02671379832709656,1
348343,54,3,198062,0,1,0,0.19676616527962448,8.037933542535136,student,rent,tier2,0.5685841474712947,0
765159,23,1,132777,1,0,0,0.3652933933204836,4.0043290156989695,student,rent,tier3,0.17352870694489553,0
655031,26,2,58321,1,0,0,0.15842689507934052,2.226265280332834,salaried,rent,tier2,0.08903555780577152,0
566835,64,0,47723,0,0,0,0.05256686810933651,2.9370381690753504,student,own,tier3,0.08419266944765404,0
662830,26,1,38030,1,0,0,0.22748996381832218,8.87905670678413,self_employed,family,tier2,0.05737661671069512,1
539789,26,0,28278,0,0,0,0.36039381765174117,1.9429172324341764,student,rent,tier2,0.05238739998121667,0
489695,36,2,121406,1,1,0,0.03805620220080155,7.453043475533148,salaried,family,tier2,0.24792191841886604,0
309536,48,3,43212,0,0,0,0.7338713156853645,0.2,student,rent,tier2,0.1396038499169055,0
389282,28,3,166387,0,0,0,0.15864737024683237,7.24342350393801,self_employed,family,tier2,0.4274208881576341,0
339544,36,0,60679,2,0,0,0.8621895536649352,2.288130716245906,student,own,tier1,0.17870967275656438,0
369582,32,1,15069,2,0,0,0.14562476713568648,9.551097149429653,self_employed,rent,tier3,0.040774879367545036,1
732632,31,1,333097,0,0,0,0.07063298743000813,4.070756368555029,self_employed,rent,tier2,0.4546575596331167,0
509704,42,1,37068,0,2,0,0.3238976235679615,9.752574684021202,student,rent,tier2,0.07272554273946662,1
783920,27,2,225285,0,0,0,0.2303097360893515,4.9623676747969725,salaried,rent,tier1,0.2873835000563468,1
724474,41,1,69098,0,0,0,0.12247392603644908,5.008071553679905,salaried,rent,tier1,0.09537769327916251,1
776290,46,1,185869,1,0,0,0.1281949341831655,7.0643331689748035,salaried,own,tier2,0.23943280048254023,1
422459,22,1,46419,0,0,0,0.5564844449655499,9.100562816206548,student,own,tier1,0.10987890275982415,0
499519,68,1,29562,1,0,0,0.13633210800136455,5.871560050655268,student,family,tier1,0.05918122281575964,1
629096,24,1,101756,0,0,0,0.02920446934272297,9.911149010207463,self_employed,own,tier1,0.16175046420994435,1
648164,34,0,52846,0,0,0,0.5138797583854484,6.77928629674756,salaried,rent,tier2,0.08153235138817787,1
778690,58,1,77868,0,0,0,0.3165237576575805,9.60288498377583,unemployed,family,tier3,0.09999984991558206,1
756203,53,1,71468,0,1,0,0.20569614976380707,7.135996803825113,unemployed,own,tier1,0.09451022929855697,1
383076,68,0,182119,0,2,0,0.16187763253988088,8.748259326660207,salaried,own,tier2,0.47541232615402507,0
454703,54,1,36266,0,1,0,0.5476255930015004,1.7664513553445031,salaried,own,tier1,0.07975804692609531,1
546842,33,1,61630,0,0,0,0.21061330421944918,4.652970953548928,student,own,tier1,0.11270224592674104,1
564543,53,1,42861,0,0,0,0.6091104457945022,5.697850483453827,self_employed,own,tier1,0.07592156969670258,0
662703,45,1,33704,2,0,0,0.1934593854581931,3.788159559127012,unemployed,own,tier3,0.050859418043405935,0
625925,59,0,88113,0,0,0,0.5843639050843727,5.616056635191981,salaried,family,tier3,0.14077273354285547,0
682716,31,3,54404,0,1,0,0.4119170171824472,8.393643916565654,self_employed,own,tier2,0.07968834460656546,1
370612,40,0,45549,0,0,0,0.7295746275544975,1.9288912111378762,salaried,rent,tier3,0.12290387157527645,0
75220,66,2,105622,0,0,0,0.2890339063233679,4.612090710535345,self_employed,own,tier2,1.4041628902569614,0
674491,33,0,57132,0,0,0,0.2666522654295861,0.9703043510192249,self_employed,own,tier2,0.08470456053070813,1
324347,41,0,103746,0,0,0,0.09020253681530555,7.538479800020556,self_employed,own,tier2,0.3198622765040699,0
736313,21,2,58379,0,0,0,0.24037973436928087,9.881281723108046,student,rent,tier2,0.07928609046058831,0
524401,50,1,42421,0,0,0,0.667818174450495,4.945438817871033,salaried,own,tier1,0.0808946785312766,1
